Project ID,Client,Business Unit,Activity,Entity,Geography,Commercial Lead,Stage,Start Date,End Date,Month,Year,Revenue,Currency,New/Existing,Weighted %,Weighted Pipeline
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,26213.23,GBP,New Business,,
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,22112.77,GBP,New Business,,
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,27798.91,GBP,New Business,,
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,29632.35,GBP,New Business,,
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,25271.74,GBP,New Business,,
B00010_1,Redbridge Media,Payroll Advisory,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,25643.38,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,29756.51,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,26675.49,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,29129.63,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,30223.33,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,30223.33,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,28009.26,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,28222.67,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,23807.87,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,29929.9,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,31903.88,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,27209.0,GBP,New Business,,
B00013_1,Westmore Finance,HR Compliance,HR,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,27609.13,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,96545.84,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,86549.39,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,94511.93,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,98060.46,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,98060.46,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,90876.86,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,91569.25,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,77245.33,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,97108.41,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,103513.07,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,88280.38,GBP,New Business,,
B00016_1,Hartwell Group,CFO Advisory,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,89578.62,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,56048.51,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,50245.19,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,54867.75,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,56927.8,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,56927.8,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,52757.45,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,53159.41,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,44843.84,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,56375.11,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,60093.25,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,51250.1,GBP,New Business,,
B00019_1,Sterling Dynamics,Financial Planning,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,52003.78,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,37909.81,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,33984.59,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,37111.17,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,38504.54,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,38504.54,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,35683.82,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,35955.69,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,30331.24,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,38130.71,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,40645.57,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,34664.28,GBP,New Business,,
B00022_1,Pennington & Co,Tax Optimization,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,35174.05,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,91162.41,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,81723.36,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,89241.91,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,92592.57,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,92592.57,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,85809.53,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,86463.31,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,72938.1,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,91693.61,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,97741.14,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,83357.83,GBP,New Business,,
B00025_1,Blackthorn Capital,M&A Support,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,84583.68,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,80004.8,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,71721.02,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,78319.36,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,81259.92,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,81259.92,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,75307.08,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,75880.84,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,64011.01,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,80470.99,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,85778.35,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,73155.44,GBP,New Business,,
B00028_1,Oakfield Partners,Accounting Transformation,Finance,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,74231.26,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,34844.72,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,31236.86,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,34110.66,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,35391.37,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,35391.37,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,32798.71,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,33048.6,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,27878.9,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,35047.76,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,37359.29,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,31861.6,GBP,New Business,,
B00031_1,Cromwell Partners,Brand Strategy,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,32330.15,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,44908.27,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,40258.43,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,43962.2,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,45612.8,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,45612.8,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,42271.35,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,42593.41,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,35930.65,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,45169.95,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,48149.08,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,41063.59,GBP,New Business,,
B00034_1,Ashford Industries,Digital Marketing,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,41667.47,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,26483.03,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,23740.95,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,25925.12,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,26898.5,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,26898.5,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,24928.0,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,25117.93,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,21188.8,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,26637.35,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,28394.18,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,24215.77,GBP,New Business,,
B00037_1,Devlin & Sons,Market Research,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,24571.88,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,40314.99,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,36140.73,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,3,2025,39465.68,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,4,2025,40947.45,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,5,2025,40947.45,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,6,2025,37947.77,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,7,2025,38236.9,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,8,2025,32255.6,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,9,2025,40549.9,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,10,2025,43224.32,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,11,2025,36863.55,GBP,New Business,,
B00040_1,Kingsford Capital,Sales Enablement,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,12,2025,37405.66,GBP,New Business,,
B00043_1,Whitmore Consulting,Customer Experience,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,1,2025,60060.04,GBP,New Business,,
B00043_1,Whitmore Consulting,Customer Experience,Marketing,Nexum UK,UK,Emma Clarke,Won,01/01/2025,31/12/2025,2,2025,53841.36,GBP,New Business,,
